,Departamento,Anio,Concepto,Cantidad
573,Cesar,2004,Número de unidades de odontología,74
574,Chocó,2004,Camas de hospitalización,307
575,Chocó,2004,Camas de observación,122
576,Chocó,2004,Consultorios de consulta externa,67
577,Chocó,2004,Consultorios en el servicio de urgencias,18
578,Chocó,2004,Salas de quirófanos,10
579,Chocó,2004,Mesas de partos,37
580,Chocó,2004,Número de unidades de odontología,35
581,Córdoba,2004,Camas de hospitalización,732
582,Córdoba,2004,Camas de observación,194
583,Córdoba,2004,Consultorios de consulta externa,225
584,Córdoba,2004,Consultorios en el servicio de urgencias,51
585,Córdoba,2004,Salas de quirófanos,22
586,Córdoba,2004,Mesas de partos,53
587,Córdoba,2004,Número de unidades de odontología,93
588,Cundinamarca,2004,Camas de hospitalización,1.765
589,Cundinamarca,2004,Camas de observación,344
590,Cundinamarca,2004,Consultorios de consulta externa,478
591,Cundinamarca,2004,Consultorios en el servicio de urgencias,114
592,Cundinamarca,2004,Salas de quirófanos,75
593,Cundinamarca,2004,Mesas de partos,84
594,Cundinamarca,2004,Número de unidades de odontología,205
595,Guainía,2004,Camas de hospitalización,57
596,Guainía,2004,Camas de observación,9
597,Guainía,2004,Consultorios de consulta externa,10
598,Guainía,2004,Consultorios en el servicio de urgencias,2
599,Guainía,2004,Salas de quirófanos,5
600,Guainía,2004,Mesas de partos,5
601,Guainía,2004,Número de unidades de odontología,7
602,Guaviare,2004,Camas de hospitalización,132
603,Guaviare,2004,Camas de observación,34
604,Guaviare,2004,Consultorios de consulta externa,34
605,Guaviare,2004,Consultorios en el servicio de urgencias,11
606,Guaviare,2004,Salas de quirófanos,3
607,Guaviare,2004,Mesas de partos,12
608,Guaviare,2004,Número de unidades de odontología,11
609,Huila,2004,Camas de hospitalización,840
610,Huila,2004,Camas de observación,194
611,Huila,2004,Consultorios de consulta externa,177
612,Huila,2004,Consultorios en el servicio de urgencias,52
613,Huila,2004,Salas de quirófanos,19
614,Huila,2004,Mesas de partos,59
615,Huila,2004,Número de unidades de odontología,77
616,La Guajira,2004,Camas de hospitalización,305
617,La Guajira,2004,Camas de observación,69
618,La Guajira,2004,Consultorios de consulta externa,124
619,La Guajira,2004,Consultorios en el servicio de urgencias,30
620,La Guajira,2004,Salas de quirófanos,17
621,La Guajira,2004,Mesas de partos,33
622,La Guajira,2004,Número de unidades de odontología,55
623,Magdalena,2004,Camas de hospitalización,712
624,Magdalena,2004,Camas de observación,153
625,Magdalena,2004,Consultorios de consulta externa,204
626,Magdalena,2004,Consultorios en el servicio de urgencias,61
627,Magdalena,2004,Salas de quirófanos,21
628,Magdalena,2004,Mesas de partos,69
629,Magdalena,2004,Número de unidades de odontología,99
630,Meta,2004,Camas de hospitalización,642
631,Meta,2004,Camas de observación,106
632,Meta,2004,Consultorios de consulta externa,122
633,Meta,2004,Consultorios en el servicio de urgencias,48
634,Meta,2004,Salas de quirófanos,17
635,Meta,2004,Mesas de partos,45
636,Meta,2004,Número de unidades de odontología,69
637,Nariño,2004,Camas de hospitalización,591
638,Nariño,2004,Camas de observación,356
639,Nariño,2004,Consultorios de consulta externa,433
640,Nariño,2004,Consultorios en el servicio de urgencias,91
641,Nariño,2004,Salas de quirófanos,20
642,Nariño,2004,Mesas de partos,89
643,Nariño,2004,Número de unidades de odontología,208
644,Norte de Santander,2004,Camas de hospitalización,895
645,Norte de Santander,2004,Camas de observación,204
646,Norte de Santander,2004,Consultorios de consulta externa,190
647,Norte de Santander,2004,Consultorios en el servicio de urgencias,58
648,Norte de Santander,2004,Salas de quirófanos,19
649,Norte de Santander,2004,Mesas de partos,61
650,Norte de Santander,2004,Número de unidades de odontología,119
651,Putumayo,2004,Camas de hospitalización,270
652,Putumayo,2004,Camas de observación,67
653,Putumayo,2004,Consultorios de consulta externa,78
654,Putumayo,2004,Consultorios en el servicio de urgencias,14
655,Putumayo,2004,Salas de quirófanos,6
656,Putumayo,2004,Mesas de partos,15
657,Putumayo,2004,Número de unidades de odontología,41
658,Quindío,2004,Camas de hospitalización,539
659,Quindío,2004,Camas de observación,104
660,Quindío,2004,Consultorios de consulta externa,116
661,Quindío,2004,Consultorios en el servicio de urgencias,33
662,Quindío,2004,Salas de quirófanos,12
663,Quindío,2004,Mesas de partos,17
664,Quindío,2004,Número de unidades de odontología,68
665,Risaralda,2004,Camas de hospitalización,654
666,Risaralda,2004,Camas de observación,148
667,Risaralda,2004,Consultorios de consulta externa,189
668,Risaralda,2004,Consultorios en el servicio de urgencias,32
669,Risaralda,2004,Salas de quirófanos,18
670,Risaralda,2004,Mesas de partos,27
671,Risaralda,2004,Número de unidades de odontología,65
672,Santander,2004,Camas de hospitalización,1.820
673,Santander,2004,Camas de observación,312
674,Santander,2004,Consultorios de consulta externa,350
675,Santander,2004,Consultorios en el servicio de urgencias,122
676,Santander,2004,Salas de quirófanos,54
677,Santander,2004,Mesas de partos,109
678,Santander,2004,Número de unidades de odontología,172
679,Sucre,2004,Camas de hospitalización,644
680,Sucre,2004,Camas de observación,197
681,Sucre,2004,Consultorios de consulta externa,188
682,Sucre,2004,Consultorios en el servicio de urgencias,45
683,Sucre,2004,Salas de quirófanos,20
684,Sucre,2004,Mesas de partos,51
685,Sucre,2004,Número de unidades de odontología,80
686,Tolima,2004,Camas de hospitalización,1.005
687,Tolima,2004,Camas de observación,182
688,Tolima,2004,Consultorios de consulta externa,318
689,Tolima,2004,Consultorios en el servicio de urgencias,74
690,Tolima,2004,Salas de quirófanos,29
691,Tolima,2004,Mesas de partos,66
692,Tolima,2004,Número de unidades de odontología,111
693,Valle del Cauca,2004,Camas de hospitalización,1.802
694,Valle del Cauca,2004,Camas de observación,408
695,Valle del Cauca,2004,Consultorios de consulta externa,647
696,Valle del Cauca,2004,Consultorios en el servicio de urgencias,108
697,Valle del Cauca,2004,Salas de quirófanos,72
698,Valle del Cauca,2004,Mesas de partos,76
699,Valle del Cauca,2004,Número de unidades de odontología,267
700,Vaupés,2004,Camas de hospitalización,23
701,Vaupés,2004,Camas de observación,6
702,Vaupés,2004,Consultorios de consulta externa,3
703,Vaupés,2004,Consultorios en el servicio de urgencias,1
704,Vaupés,2004,Salas de quirófanos,1
705,Vaupés,2004,Mesas de partos,1
706,Vaupés,2004,Número de unidades de odontología,3
707,Vichada,2004,Camas de hospitalización,92
708,Vichada,2004,Camas de observación,14
709,Vichada,2004,Consultorios de consulta externa,22
710,Vichada,2004,Consultorios en el servicio de urgencias,8
711,Vichada,2004,Salas de quirófanos,5
712,Vichada,2004,Mesas de partos,7
713,Vichada,2004,Número de unidades de odontología,11
714,Nacional,2005,Camas de hospitalización,24.729
715,Nacional,2005,Camas de observación,5.897
716,Nacional,2005,Consultorios de consulta externa,7.795
717,Nacional,2005,Consultorios en el servicio de urgencias,1.729
718,Nacional,2005,Salas de quirófanos,766
719,Nacional,2005,Mesas de partos,1.591
720,Nacional,2005,Número de unidades de odontología,3.600
721,Amazonas,2005,Camas de hospitalización,86
722,Amazonas,2005,Camas de observación,8
723,Amazonas,2005,Consultorios de consulta externa,21
724,Amazonas,2005,Consultorios en el servicio de urgencias,10
725,Amazonas,2005,Salas de quirófanos,11
726,Amazonas,2005,Mesas de partos,10
727,Amazonas,2005,Número de unidades de odontología,11
728,Antioquia,2005,Camas de hospitalización,2.864
729,Antioquia,2005,Camas de observación,651
730,Antioquia,2005,Consultorios de consulta externa,1.019
731,Antioquia,2005,Consultorios en el servicio de urgencias,189
732,Antioquia,2005,Salas de quirófanos,92
733,Antioquia,2005,Mesas de partos,177
734,Antioquia,2005,Número de unidades de odontología,430
735,Arauca,2005,Camas de hospitalización,205
736,Arauca,2005,Camas de observación,50
737,Arauca,2005,Consultorios de consulta externa,52
738,Arauca,2005,Consultorios en el servicio de urgencias,14
739,Arauca,2005,Salas de quirófanos,6
740,Arauca,2005,Mesas de partos,8
741,Arauca,2005,Número de unidades de odontología,25
742,"Archipiélago de San Andrés, Providencia y Santa Catalina",2005,Camas de hospitalización,72
743,"Archipiélago de San Andrés, Providencia y Santa Catalina",2005,Camas de observación,10
744,"Archipiélago de San Andrés, Providencia y Santa Catalina",2005,Consultorios de consulta externa,9
745,"Archipiélago de San Andrés, Providencia y Santa Catalina",2005,Consultorios en el servicio de urgencias,4
746,"Archipiélago de San Andrés, Providencia y Santa Catalina",2005,Salas de quirófanos,3
747,"Archipiélago de San Andrés, Providencia y Santa Catalina",2005,Mesas de partos,2
748,"Archipiélago de San Andrés, Providencia y Santa Catalina",2005,Número de unidades de odontología,2
749,Atlántico,2005,Camas de hospitalización,781
750,Atlántico,2005,Camas de observación,174
751,Atlántico,2005,Consultorios de consulta externa,238
752,Atlántico,2005,Consultorios en el servicio de urgencias,49
753,Atlántico,2005,Salas de quirófanos,19
754,Atlántico,2005,Mesas de partos,48
755,Atlántico,2005,Número de unidades de odontología,79
756,"Bogotá, D.C.",2005,Camas de hospitalización,2.473
757,"Bogotá, D.C.",2005,Camas de observación,369
758,"Bogotá, D.C.",2005,Consultorios de consulta externa,743
759,"Bogotá, D.C.",2005,Consultorios en el servicio de urgencias,95
760,"Bogotá, D.C.",2005,Salas de quirófanos,64
761,"Bogotá, D.C.",2005,Mesas de partos,41
762,"Bogotá, D.C.",2005,Número de unidades de odontología,269
763,Bolívar,2005,Camas de hospitalización,700
764,Bolívar,2005,Camas de observación,293
765,Bolívar,2005,Consultorios de consulta externa,309
766,Bolívar,2005,Consultorios en el servicio de urgencias,79
767,Bolívar,2005,Salas de quirófanos,22
768,Bolívar,2005,Mesas de partos,89
769,Bolívar,2005,Número de unidades de odontología,138
770,Boyacá,2005,Camas de hospitalización,961
771,Boyacá,2005,Camas de observación,287
772,Boyacá,2005,Consultorios de consulta externa,447
773,Boyacá,2005,Consultorios en el servicio de urgencias,112
774,Boyacá,2005,Salas de quirófanos,45
775,Boyacá,2005,Mesas de partos,90
776,Boyacá,2005,Número de unidades de odontología,272
777,Caldas,2005,Camas de hospitalización,846
778,Caldas,2005,Camas de observación,175
779,Caldas,2005,Consultorios de consulta externa,237
780,Caldas,2005,Consultorios en el servicio de urgencias,58
781,Caldas,2005,Salas de quirófanos,26
782,Caldas,2005,Mesas de partos,55
783,Caldas,2005,Número de unidades de odontología,107
784,Caquetá,2005,Camas de hospitalización,307
785,Caquetá,2005,Camas de observación,64
786,Caquetá,2005,Consultorios de consulta externa,71
787,Caquetá,2005,Consultorios en el servicio de urgencias,22
788,Caquetá,2005,Salas de quirófanos,10
789,Caquetá,2005,Mesas de partos,24
790,Caquetá,2005,Número de unidades de odontología,43
791,Casanare,2005,Camas de hospitalización,214
792,Casanare,2005,Camas de observación,50
793,Casanare,2005,Consultorios de consulta externa,64
794,Casanare,2005,Consultorios en el servicio de urgencias,14
795,Casanare,2005,Salas de quirófanos,5
796,Casanare,2005,Mesas de partos,9
797,Casanare,2005,Número de unidades de odontología,40
798,Cauca,2005,Camas de hospitalización,715
799,Cauca,2005,Camas de observación,250
800,Cauca,2005,Consultorios de consulta externa,305
801,Cauca,2005,Consultorios en el servicio de urgencias,70
802,Cauca,2005,Salas de quirófanos,24
803,Cauca,2005,Mesas de partos,72
804,Cauca,2005,Número de unidades de odontología,170
805,Cesar,2005,Camas de hospitalización,778
806,Cesar,2005,Camas de observación,176
807,Cesar,2005,Consultorios de consulta externa,202
808,Cesar,2005,Consultorios en el servicio de urgencias,50
809,Cesar,2005,Salas de quirófanos,20
810,Cesar,2005,Mesas de partos,58
811,Cesar,2005,Número de unidades de odontología,78
812,Chocó,2005,Camas de hospitalización,266
813,Chocó,2005,Camas de observación,107
814,Chocó,2005,Consultorios de consulta externa,59
815,Chocó,2005,Consultorios en el servicio de urgencias,14
816,Chocó,2005,Salas de quirófanos,7
817,Chocó,2005,Mesas de partos,33
818,Chocó,2005,Número de unidades de odontología,35
819,Córdoba,2005,Camas de hospitalización,694
820,Córdoba,2005,Camas de observación,193
821,Córdoba,2005,Consultorios de consulta externa,237
822,Córdoba,2005,Consultorios en el servicio de urgencias,53
823,Córdoba,2005,Salas de quirófanos,20
824,Córdoba,2005,Mesas de partos,47
825,Córdoba,2005,Número de unidades de odontología,104
826,Cundinamarca,2005,Camas de hospitalización,1.794
827,Cundinamarca,2005,Camas de observación,358
828,Cundinamarca,2005,Consultorios de consulta externa,555
829,Cundinamarca,2005,Consultorios en el servicio de urgencias,121
830,Cundinamarca,2005,Salas de quirófanos,71
831,Cundinamarca,2005,Mesas de partos,94
832,Cundinamarca,2005,Número de unidades de odontología,234
833,Guainía,2005,Camas de hospitalización,59
834,Guainía,2005,Camas de observación,6
835,Guainía,2005,Consultorios de consulta externa,10
836,Guainía,2005,Consultorios en el servicio de urgencias,2
837,Guainía,2005,Salas de quirófanos,2
838,Guainía,2005,Mesas de partos,4
839,Guainía,2005,Número de unidades de odontología,7
840,Guaviare,2005,Camas de hospitalización,140
841,Guaviare,2005,Camas de observación,28
842,Guaviare,2005,Consultorios de consulta externa,34
843,Guaviare,2005,Consultorios en el servicio de urgencias,11
844,Guaviare,2005,Salas de quirófanos,3
845,Guaviare,2005,Mesas de partos,15
846,Guaviare,2005,Número de unidades de odontología,11
847,Huila,2005,Camas de hospitalización,852
848,Huila,2005,Camas de observación,202
849,Huila,2005,Consultorios de consulta externa,186
850,Huila,2005,Consultorios en el servicio de urgencias,56
851,Huila,2005,Salas de quirófanos,15
852,Huila,2005,Mesas de partos,56
853,Huila,2005,Número de unidades de odontología,112
854,La Guajira,2005,Camas de hospitalización,317
855,La Guajira,2005,Camas de observación,83
856,La Guajira,2005,Consultorios de consulta externa,137
857,La Guajira,2005,Consultorios en el servicio de urgencias,27
858,La Guajira,2005,Salas de quirófanos,12
859,La Guajira,2005,Mesas de partos,31
860,La Guajira,2005,Número de unidades de odontología,75
861,Magdalena,2005,Camas de hospitalización,692
862,Magdalena,2005,Camas de observación,176
863,Magdalena,2005,Consultorios de consulta externa,224
864,Magdalena,2005,Consultorios en el servicio de urgencias,57
865,Magdalena,2005,Salas de quirófanos,23
866,Magdalena,2005,Mesas de partos,69
867,Magdalena,2005,Número de unidades de odontología,102
868,Meta,2005,Camas de hospitalización,649
869,Meta,2005,Camas de observación,143
870,Meta,2005,Consultorios de consulta externa,135
871,Meta,2005,Consultorios en el servicio de urgencias,44
872,Meta,2005,Salas de quirófanos,13
873,Meta,2005,Mesas de partos,41
874,Meta,2005,Número de unidades de odontología,71
875,Nariño,2005,Camas de hospitalización,590
876,Nariño,2005,Camas de observación,374
877,Nariño,2005,Consultorios de consulta externa,389
878,Nariño,2005,Consultorios en el servicio de urgencias,92
879,Nariño,2005,Salas de quirófanos,18
880,Nariño,2005,Mesas de partos,92
881,Nariño,2005,Número de unidades de odontología,209
882,Norte de Santander,2005,Camas de hospitalización,881
